Timestamp,Temperature,Humidity,Door,Door_Duration,Cooling_Status,Outside_Temperature,Temp_Trend,Load_Level,Risk
2026-04-09 07:20:33.590689,6.65,90,0,0,1,24.93,0,0,0
2026-04-10 02:07:33.590689,5.44,87.66,0,0,1,29.18,0,0,0
2026-04-10 09:37:33.590689,3.94,90,0,0,1,29.8,0,0,0
2026-04-08 01:07:33.590689,13.66,89.61,0,0,1,25.34,0,0,1
2026-04-07 14:21:33.590689,10,80.88,0,0,1,34.8,0,0,1
2026-04-07 22:35:33.590689,11.71,90,1,3,1,27.51,1,0,1
2026-04-09 02:48:33.590689,10.05,90,0,0,1,28.76,1,0,1
2026-04-10 09:32:33.590689,4.72,88.63,0,0,1,24.86,0,0,0
2026-04-07 23:05:33.590689,11.76,87.69,0,0,1,26.37,-1,0,1
2026-04-08 06:44:33.590689,4.64,89.5,0,0,1,29.04,0,0,0
2026-04-09 00:17:33.590689,11.42,87.48,0,0,1,28.14,-1,0,1
2026-04-10 00:14:33.590689,14.75,83.72,0,0,1,27.92,-1,0,1
2026-04-08 03:58:33.590689,4.42,87.54,1,1,1,28.33,1,0,0
2026-04-10 09:06:33.590689,4.73,88.29,0,0,1,26.38,-1,0,0
2026-04-08 17:23:33.590689,14.61,90,1,4,1,31.78,0,0,1
2026-04-08 12:38:33.590689,15,89.22,1,2,1,35.29,1,0,1
2026-04-07 22:30:33.590689,7.06,89.58,0,0,1,29.04,-1,0,0
2026-04-09 08:08:33.590689,9.71,88.68,0,0,1,29.67,-1,0,1
2026-04-10 21:44:33.590689,6.55,89.62,0,0,1,25.78,-1,0,0
2026-04-09 19:19:33.590689,6.34,88.71,0,0,1,29.38,-1,0,0
2026-04-07 18:41:33.590689,5.96,86.9,0,3,1,27.98,0,0,0
2026-04-10 05:21:33.590689,4.15,85.04,0,0,1,27.5,-1,0,0
2026-04-08 10:19:33.590689,5.72,90,0,0,1,37.73,0,0,0
2026-04-08 23:00:33.590689,5.11,88.63,0,4,0,24.64,1,0,0
2026-04-10 02:33:33.590689,3.67,89.63,0,0,1,26.47,-1,0,0
2026-04-08 19:18:33.590689,6.25,89.28,0,0,1,28.61,0,0,0
2026-04-09 17:52:33.590689,11.63,87.48,0,0,1,30.56,0,0,1
2026-04-10 03:12:33.590689,8.5,89.9,0,0,1,28.99,0,0,1
2026-04-07 19:27:33.590689,4.57,89.27,0,0,1,24.78,0,0,0
2026-04-10 20:15:33.590689,9.81,89.63,0,0,1,24.81,-1,0,1
2026-04-10 20:27:33.590689,15,89.93,0,3,1,29.73,1,0,1
2026-04-08 12:26:33.590689,11.37,88.37,0,0,1,36.88,0,0,1
2026-04-08 03:53:33.590689,3.99,83.92,0,0,1,28.87,0,0,0
2026-04-07 19:43:33.590689,4.52,90,0,0,1,25.76,-1,0,0
2026-04-08 03:36:33.590689,7.58,88.36,0,0,1,26.48,0,0,0
2026-04-08 12:09:33.590689,12.27,89.86,0,0,1,34.53,0,0,1
2026-04-09 07:57:33.590689,9.2,89.52,1,1,1,28.94,1,0,1
2026-04-09 05:38:33.590689,4.28,90,1,3,1,24.18,1,0,0
2026-04-09 17:58:33.590689,10.97,89.37,0,0,1,35.37,0,0,1
2026-04-08 21:32:33.590689,14.28,90,1,3,1,29.34,0,0,1
2026-04-10 18:39:33.590689,7.75,88.87,0,0,1,29.72,0,0,0
2026-04-10 18:57:33.590689,11.37,87.99,0,0,1,24.68,-1,0,1
2026-04-09 22:22:33.590689,11.45,90,0,0,1,29.33,-1,0,1
2026-04-08 04:22:33.590689,4.8,90,1,4,1,27.1,1,0,0
2026-04-09 12:25:33.590689,8.06,90,0,0,1,37.36,0,0,1
2026-04-08 03:22:33.590689,4.93,86.92,0,0,1,24.4,0,0,0
2026-04-10 08:53:33.590689,4.52,87.13,0,0,1,29.3,-1,0,0
2026-04-09 10:48:33.590689,8.52,90,1,2,1,33.44,1,0,1
2026-04-10 11:52:33.590689,12.97,88,0,0,1,32.47,-1,0,1
2026-04-09 07:33:33.590689,7.41,86.19,0,0,1,28.6,0,0,0
2026-04-08 22:55:33.590689,3.1,87.28,0,0,1,26.57,-1,0,0
2026-04-09 02:18:33.590689,5.42,89.51,0,0,1,26.16,0,0,0
2026-04-07 18:32:33.590689,6.39,87.4,0,0,1,29.03,-1,0,0
2026-04-07 18:49:33.590689,5.21,86.81,0,0,1,29.75,0,0,0
2026-04-08 21:23:33.590689,10.34,88.83,1,1,1,27.91,0,0,1
2026-04-07 22:28:33.590689,7.64,88.29,0,0,1,28.29,0,0,0
2026-04-10 05:17:33.590689,5.14,84.92,0,0,1,28.07,0,0,0
2026-04-09 10:05:33.590689,10.58,86.96,0,0,1,37.1,0,0,1
2026-04-09 19:44:33.590689,6.76,89.75,0,0,1,24.83,0,0,0
2026-04-08 04:55:33.590689,4.19,87.46,0,0,1,29.85,0,0,0
2026-04-10 06:49:33.590689,9.52,89.24,0,0,1,29.47,-1,0,1
2026-04-10 11:19:33.590689,8.82,88.07,0,0,1,30.64,0,0,1
2026-04-10 09:35:33.590689,4.18,89.63,0,0,1,27.87,0,0,0
2026-04-09 05:36:33.590689,3.99,90,0,0,1,24.26,0,0,0
2026-04-07 12:18:33.590689,7.46,65.72,0,0,1,35.95,0,0,0
2026-04-09 06:13:33.590689,6.64,89.44,0,0,0,28.98,1,0,0
2026-04-09 20:36:33.590689,7.87,89.7,1,3,1,26.22,1,0,1
2026-04-08 14:04:33.590689,11.86,86.25,1,1,1,37.89,0,0,1
2026-04-08 00:44:33.590689,8.04,85.82,0,0,1,27.22,1,0,1
2026-04-10 14:43:33.590689,12.89,88.6,0,0,1,33.5,0,0,1
2026-04-09 18:15:33.590689,8.72,89.38,0,0,1,24.53,-1,0,1
2026-04-09 16:01:33.590689,15,88.57,0,0,1,33.96,1,0,1
2026-04-10 08:19:33.590689,8.83,88.21,0,0,1,26,-1,0,1
2026-04-08 15:15:33.590689,12.57,89.21,0,0,1,33.13,-1,0,1
2026-04-10 04:45:33.590689,12.22,86.18,0,0,1,27.74,1,0,1
2026-04-09 09:46:33.590689,9.96,90,0,0,1,24.2,-1,0,1
2026-04-08 22:46:33.590689,4.52,90,0,0,1,29.3,0,0,0
2026-04-10 09:08:33.590689,5,89.05,0,1,1,29.62,0,0,0
2026-04-08 03:00:33.590689,9.7,87.55,0,0,1,25.85,-1,0,1
2026-04-10 00:01:33.590689,10.87,85.42,0,0,1,29.81,-1,0,1
2026-04-10 10:55:33.590689,10.79,88.28,0,0,1,37.92,0,0,1
2026-04-08 06:35:33.590689,6.23,88.17,0,0,1,28.48,0,0,0
2026-04-10 22:40:33.590689,12.63,90,0,1,1,27.88,0,0,1
2026-04-09 04:58:33.590689,12.71,90,1,6,1,27.8,1,0,1
2026-04-10 10:12:33.590689,3.22,88.32,0,0,1,35.75,0,0,0
2026-04-08 23:58:33.590689,10.58,86.43,0,0,1,25.38,1,0,1
2026-04-10 15:59:33.590689,13.37,89.19,0,0,1,35.34,0,0,1
2026-04-10 21:28:33.590689,7.48,89.99,0,0,1,26.23,0,0,0
2026-04-08 07:43:33.590689,10.89,89.39,0,0,1,25.19,-1,0,1
2026-04-09 14:42:33.590689,14.16,88.21,0,0,1,31.89,0,0,1
2026-04-10 21:01:33.590689,10.03,88.88,0,2,1,29.21,0,0,1
2026-04-07 18:25:33.590689,8.23,89.39,0,0,1,25.89,0,0,1
2026-04-10 08:41:33.590689,5.5,89.92,0,0,1,26.66,0,0,0
2026-04-08 21:42:33.590689,14.36,89.57,0,0,1,27.97,0,0,1
2026-04-10 08:45:33.590689,5.94,88.38,0,0,1,29.12,0,0,0
2026-04-07 19:23:33.590689,5.36,88.43,0,0,1,26.95,-1,0,0
2026-04-08 01:08:33.590689,13.55,90,0,0,1,28.06,0,0,1
2026-04-07 18:20:33.590689,9.61,89.28,0,0,1,24.4,-1,0,1
2026-04-09 04:17:33.590689,14.46,88.15,0,0,1,26.18,0,0,1
2026-04-09 15:27:33.590689,12.44,89.42,0,0,1,30.63,0,0,1
2026-04-09 08:07:33.590689,10,88.48,1,1,1,26.65,0,0,1
2026-04-08 01:45:33.590689,10.58,90,1,6,1,25.11,0,0,1
2026-04-08 02:04:33.590689,8.1,89.38,0,0,1,28.49,-1,0,1
2026-04-10 21:13:33.590689,7.86,87.93,0,0,1,26.25,0,0,0
2026-04-08 00:06:33.590689,6.72,89.64,0,0,1,25.25,-1,0,0
2026-04-08 10:06:33.590689,5.73,84.92,0,0,1,34.33,0,0,0
2026-04-08 03:10:33.590689,7.53,85.71,0,0,1,24.56,-1,0,0
2026-04-10 10:29:33.590689,4.62,89.44,0,0,1,35.31,0,0,0
2026-04-10 07:24:33.590689,3.51,89.17,0,0,1,25.15,0,0,0
2026-04-08 14:21:33.590689,12.56,88.91,0,0,1,37,-1,0,1
2026-04-08 02:37:33.590689,13.09,90,1,2,1,25.05,0,0,1
2026-04-10 04:05:33.590689,15,88.69,0,0,1,27.87,1,0,1
2026-04-10 05:51:33.590689,6.84,89.72,0,0,1,26.78,0,0,0
2026-04-09 23:53:33.590689,13.48,84.14,1,2,1,28.04,0,0,1
2026-04-10 21:30:33.590689,7.37,90,0,0,1,25.97,0,0,0
2026-04-08 10:00:33.590689,6.02,87.1,0,0,1,36.5,0,0,0
2026-04-09 21:08:33.590689,7.2,90,0,0,1,24.14,0,0,0
2026-04-09 13:48:33.590689,12.26,89.52,0,0,1,31.29,-1,0,1
2026-04-09 01:31:33.590689,5.91,90,0,2,1,29.7,0,0,0
2026-04-10 16:13:33.590689,13.54,89,0,0,1,35.67,-1,0,1
2026-04-10 08:03:33.590689,3.1,89.35,0,0,1,26.27,0,0,0
2026-04-08 07:21:33.590689,14.23,89.63,0,0,1,26.35,0,0,1
2026-04-10 10:10:33.590689,3.39,88.44,0,0,1,37.63,0,0,0
2026-04-10 09:45:33.590689,5.41,87.64,0,0,1,25.14,0,0,0
2026-04-08 21:13:33.590689,9.49,89.86,1,2,1,29.3,1,0,1
2026-04-08 06:49:33.590689,4.01,87.2,0,0,1,28.85,-1,0,0
2026-04-08 15:06:33.590689,13.59,89.58,0,0,1,36.03,-1,0,1
2026-04-08 22:12:33.590689,8.62,88.72,0,3,1,26.42,-1,0,1
2026-04-10 09:02:33.590689,6.11,88.78,0,0,1,26.04,0,0,0
2026-04-07 15:44:33.590689,14.59,86.32,0,1,1,36.26,0,0,1
2026-04-10 05:19:33.590689,4.7,84.76,0,0,1,25.87,-1,0,0
2026-04-10 10:03:33.590689,4.15,89.01,0,0,1,33.86,0,0,0
2026-04-07 22:05:33.590689,11.68,88.83,0,1,1,29.41,0,0,1
2026-04-08 00:33:33.590689,4.02,86,0,0,1,27.73,0,0,0
2026-04-10 05:26:33.590689,6.59,86.23,0,0,1,27.43,-1,0,0
2026-04-08 11:40:33.590689,15,90,0,0,1,30.31,0,0,1
2026-04-07 12:58:33.590689,13.1,71.08,1,1,1,37.47,1,0,1
2026-04-10 11:09:33.590689,9.58,85.34,0,0,1,33.39,0,0,1
2026-04-09 20:33:33.590689,7.88,89.61,0,0,1,25.99,0,0,0
2026-04-09 05:24:33.590689,6.22,89.35,0,0,1,25.63,-1,0,0
2026-04-09 13:14:33.590689,11.56,84.98,0,0,1,33.15,0,0,1
2026-04-07 14:16:33.590689,10.28,78.4,0,0,1,32.87,0,0,1
2026-04-10 04:40:33.590689,10.94,86.92,0,0,1,26.43,-1,0,1
2026-04-08 01:21:33.590689,15,87.31,0,0,1,27.93,1,0,1
2026-04-08 03:50:33.590689,4.42,85.96,0,0,1,26.5,-1,0,0
2026-04-08 06:27:33.590689,7.1,89.71,0,4,1,25.99,0,0,0
2026-04-08 08:54:33.590689,12.93,90,0,0,1,24.61,-1,0,1
2026-04-10 04:15:33.590689,13.22,90,1,1,1,29.85,1,0,1
2026-04-09 16:14:33.590689,13.6,88.75,0,0,1,37.39,-1,0,1
2026-04-08 20:12:33.590689,7.95,89.7,0,0,1,28.45,-1,0,0
2026-04-09 15:30:33.590689,12.4,89.5,0,0,1,37.28,0,0,1
2026-04-08 09:57:33.590689,6.42,87.17,0,0,1,24.45,0,0,0
2026-04-10 00:39:33.590689,10.49,90,0,0,1,29.69,-1,0,1
2026-04-09 01:32:33.590689,5.49,89.68,0,0,1,24.27,-1,0,0
2026-04-10 02:42:33.590689,5.18,89.88,0,0,0,25.61,1,0,0
2026-04-09 18:16:33.590689,8.5,89.03,0,0,1,25.99,0,0,1
2026-04-09 05:32:33.590689,4.7,89.49,0,0,1,27.28,-1,0,0
2026-04-09 03:37:33.590689,12.99,86.07,0,0,1,24.16,-1,0,1
2026-04-08 22:35:33.590689,5.8,89.23,0,0,1,26.61,0,0,0
2026-04-10 01:07:33.590689,10.93,89.08,0,1,1,28.78,-1,0,1
2026-04-08 18:28:33.590689,8.55,85.65,0,0,1,24.25,-1,0,1
2026-04-10 05:11:33.590689,6.18,84.59,0,0,1,29.24,0,0,0
2026-04-09 10:18:33.590689,9.91,89.17,0,0,1,30.26,-1,0,1
2026-04-07 22:36:33.590689,11.51,90,0,2,1,26.44,0,0,1
2026-04-10 16:31:33.590689,14.18,90,0,7,1,37.93,0,0,1
2026-04-08 11:04:33.590689,11.96,89.26,0,0,1,33.22,0,0,1
2026-04-10 07:29:33.590689,3.15,87.23,0,0,1,28.83,0,0,0
2026-04-08 05:58:33.590689,7.99,90,0,0,1,24.53,0,0,0
2026-04-08 20:42:33.590689,7.63,90,0,3,1,28.76,-1,0,0
2026-04-09 16:08:33.590689,14.49,89.48,0,0,1,35.24,0,0,1
2026-04-08 02:41:33.590689,13.41,90,1,2,1,25.76,1,0,1
2026-04-10 00:10:33.590689,13.43,83.55,0,0,1,25.61,0,0,1
2026-04-08 17:36:33.590689,12.7,89.18,0,0,1,37.19,0,0,1
2026-04-10 09:51:33.590689,4.86,87.97,0,0,1,26.27,0,0,0
2026-04-08 19:57:33.590689,4.13,87.37,0,0,1,26.19,0,0,0
2026-04-09 06:17:33.590689,7.88,90,0,0,0,29.38,1,0,1
2026-04-09 13:46:33.590689,12.57,90,0,0,1,34.38,-1,0,1
2026-04-09 19:12:33.590689,7.3,90,0,0,1,26.29,0,0,0
2026-04-08 04:32:33.590689,6.53,90,0,0,1,28.44,0,0,0
2026-04-08 15:07:33.590689,13.58,89.8,0,0,1,34.8,0,0,1
2026-04-10 05:57:33.590689,10,90,0,4,1,24.47,-1,0,1
2026-04-08 10:01:33.590689,5.82,86.55,0,0,1,36.39,0,0,0
2026-04-10 21:17:33.590689,7.82,89.66,0,0,1,24.73,-1,0,0
2026-04-07 12:05:33.590689,7.32,65.22,0,0,1,32.68,0,0,0
2026-04-10 09:24:33.590689,5.72,89.4,0,0,1,28.22,0,0,0
2026-04-09 19:50:33.590689,5.65,90,0,0,1,26.93,0,0,0
2026-04-08 03:44:33.590689,5.74,89.06,0,0,1,28.09,0,0,0
2026-04-08 13:48:33.590689,14.88,85.45,0,0,1,30.87,0,0,1
2026-04-10 18:54:33.590689,12.49,90,0,1,1,29.77,1,0,1
2026-04-10 05:07:33.590689,6.7,84.31,0,0,1,27.35,0,0,0
2026-04-10 18:56:33.590689,11.76,88.93,0,0,1,24.88,-1,0,1
2026-04-09 20:41:33.590689,7.03,88.16,0,0,1,25.26,0,0,0
2026-04-09 15:32:33.590689,14.79,89.11,0,0,1,36.06,0,0,1
2026-04-07 20:01:33.590689,7.65,90,0,0,1,29.71,-1,0,0
2026-04-10 06:32:33.590689,13.28,89.96,0,1,1,26.6,-1,0,1
2026-04-10 10:30:33.590689,5.03,90,1,3,1,35.58,1,0,0
2026-04-10 05:14:33.590689,5.56,84.64,0,0,1,28.61,0,0,0
2026-04-09 19:16:33.590689,6.91,90,0,0,1,26.78,0,0,0
2026-04-10 10:24:33.590689,4.77,90,1,1,1,36.35,1,0,0
2026-04-09 05:22:33.590689,6.97,88.58,0,0,1,25.01,0,0,0
2026-04-09 00:07:33.590689,8.71,89.31,0,0,1,28.37,-1,0,1
2026-04-08 08:25:33.590689,13.67,85.63,0,0,1,25.73,-1,0,1
2026-04-10 00:17:33.590689,13.86,84.02,0,0,1,28.58,-1,0,1
2026-04-09 15:05:33.590689,13.94,89.03,0,0,1,36.5,-1,0,1
2026-04-08 22:53:33.590689,3.33,88.94,0,0,1,29.86,0,0,0
2026-04-10 02:38:33.590689,3.77,90,1,3,0,24.57,1,0,0
2026-04-08 18:04:33.590689,9.56,85.54,0,0,1,24.98,0,0,1
2026-04-08 01:38:33.590689,10.42,87.63,0,0,1,24.03,0,0,1
2026-04-08 10:59:33.590689,8.94,89.19,0,0,1,30.2,-1,0,1
2026-04-09 23:14:33.590689,12.11,90,0,0,1,25.46,0,0,1
2026-04-08 21:56:33.590689,10.29,89.6,0,0,1,29.58,-1,0,1
2026-04-10 07:53:33.590689,3.98,88.61,0,0,1,25.61,0,0,0
2026-04-08 13:13:33.590689,13.63,89.44,0,0,1,34.44,0,0,1
2026-04-09 00:34:33.590689,10.8,89.4,0,0,1,25.17,-1,0,1
2026-04-08 06:23:33.590689,6.58,88.97,1,3,1,28.69,1,0,0
2026-04-10 02:23:33.590689,4.73,90,1,1,1,24.74,1,0,0
2026-04-10 08:21:33.590689,8.25,88.42,0,0,1,25.12,-1,0,1
2026-04-09 18:54:33.590689,7.77,90,0,2,1,29.34,0,0,0
2026-04-08 13:44:33.590689,13.62,87.82,0,0,1,31.5,-1,0,1
2026-04-10 16:06:33.590689,11.84,90,0,0,1,30.91,0,0,1
2026-04-07 23:46:33.590689,8.27,87.64,1,3,1,28.64,0,0,1
2026-04-09 10:51:33.590689,7.98,89.4,0,0,1,37.37,0,0,0
2026-04-08 16:45:33.590689,13.05,89.47,0,0,1,33.56,-1,0,1
2026-04-10 07:03:33.590689,6.76,86.48,0,0,1,24.34,0,0,0
2026-04-09 15:42:33.590689,13.93,88.37,0,0,1,37.12,0,0,1
2026-04-07 21:57:33.590689,11.86,90,0,0,1,26.02,0,0,1
2026-04-09 20:49:33.590689,6.7,89.87,0,1,1,29.72,0,0,0
2026-04-10 18:26:33.590689,9.08,90,0,3,1,27.15,0,0,1
2026-04-08 22:59:33.590689,4.81,88.48,1,5,0,25.36,1,0,0
2026-04-08 19:38:33.590689,4.31,90,0,0,1,26.62,0,0,0
2026-04-08 15:16:33.590689,12.5,88.77,0,0,1,35.87,0,0,1
2026-04-08 04:40:33.590689,5.29,88.68,0,0,1,26.63,0,0,0
2026-04-10 07:14:33.590689,4.86,86.85,0,0,1,26.32,0,0,0
2026-04-07 20:43:33.590689,5.89,89.48,0,0,1,28.69,0,0,0
2026-04-08 04:29:33.590689,6.11,90,0,0,1,28.69,0,0,0
2026-04-10 08:52:33.590689,4.79,88.09,0,0,1,28.3,0,0,0
2026-04-10 20:01:33.590689,8.77,89.26,0,0,1,29.62,-1,0,1
2026-04-10 01:58:33.590689,6.69,88.29,0,0,1,29.28,0,0,0
2026-04-07 18:01:33.590689,11.49,88.26,0,4,1,28.83,0,0,1
2026-04-08 00:56:33.590689,9.27,86.83,0,2,1,26.82,0,0,1
2026-04-08 19:52:33.590689,5.14,87.43,0,0,1,29.2,0,0,0
2026-04-10 04:59:33.590689,8.17,86.36,0,0,1,26.85,-1,0,1
2026-04-08 06:00:33.590689,7.76,89.74,0,0,1,26.86,0,0,0
2026-04-08 19:14:33.590689,6.88,90,0,0,1,24.37,-1,0,0
2026-04-10 21:50:33.590689,8.78,90,0,0,1,26.64,1,0,1
2026-04-10 02:29:33.590689,4.35,89.91,0,0,1,24.42,0,0,0
2026-04-08 03:48:33.590689,4.85,87.45,0,0,1,25.23,0,0,0
2026-04-09 06:06:33.590689,4.31,89.68,0,0,0,26.07,1,0,0
2026-04-08 11:43:33.590689,14.57,89.62,0,0,1,35.74,0,0,1
2026-04-10 21:11:33.590689,7.95,87.94,0,0,1,24.96,-1,0,0
2026-04-08 00:10:33.590689,5.7,89.64,0,0,1,25.7,-1,0,0
2026-04-08 00:34:33.590689,3.9,85.35,0,0,1,28.79,0,0,0
2026-04-08 04:54:33.590689,4.3,87.7,0,0,1,28.37,0,0,0
2026-04-07 19:46:33.590689,7.54,89.59,0,0,1,25.81,1,0,1
2026-04-10 11:23:33.590689,11.95,89.22,0,0,1,35.45,0,0,1
2026-04-09 03:57:33.590689,14.34,89.03,1,3,1,25.25,0,0,1
2026-04-09 00:36:33.590689,10.17,90,0,0,1,28.47,-1,0,1
2026-04-09 07:31:33.590689,7.96,87.65,0,0,1,24.15,0,0,0
2026-04-10 06:40:33.590689,11.13,89.16,0,0,1,29.6,-1,0,1
2026-04-08 08:39:33.590689,13.72,90,1,3,1,26.19,1,0,1
2026-04-08 04:43:33.590689,5.05,87.71,0,0,1,26.03,0,0,0
2026-04-10 07:26:33.590689,3.38,87.93,0,0,1,28.28,0,0,0
2026-04-09 19:52:33.590689,5.54,89.33,0,0,1,29.76,0,0,0
2026-04-08 03:24:33.590689,8.57,87.32,0,0,1,26.58,1,0,1
2026-04-08 02:21:33.590689,11.93,89.27,0,0,1,28.43,-1,0,1
2026-04-08 01:03:33.590689,8.67,90,0,0,1,29.79,0,0,1
2026-04-10 05:32:33.590689,8.24,87.78,0,0,1,27.58,0,0,1
2026-04-10 05:27:33.590689,6.19,86.69,0,0,1,25.42,-1,0,0
2026-04-09 02:46:33.590689,6.75,89.5,0,0,1,26.68,-1,0,0
2026-04-09 02:40:33.590689,8.63,89.67,0,0,1,27.71,0,0,1
2026-04-07 19:31:33.590689,3.81,89.38,0,0,1,25.05,0,0,0
2026-04-10 18:22:33.590689,9.28,90,0,6,1,26.46,-1,0,1
2026-04-10 20:40:33.590689,12.06,89.69,0,0,1,27.58,0,0,1
2026-04-10 13:50:33.590689,13.23,88.77,0,0,1,33.97,0,0,1
2026-04-08 23:19:33.590689,7.82,89.24,0,2,1,26.06,-1,0,0
2026-04-10 07:54:33.590689,3.88,89.25,0,0,1,26.69,0,0,0
2026-04-10 20:24:33.590689,10.23,90,1,9,1,25.88,0,0,1
2026-04-07 20:29:33.590689,6.75,88.67,0,0,1,29.76,0,0,0
2026-04-07 21:21:33.590689,10.62,89.02,0,0,1,29.28,0,0,1
2026-04-08 13:51:33.590689,15,87.56,0,0,1,33.36,1,0,1
2026-04-09 21:13:33.590689,6.57,90,0,0,1,27.01,0,0,0
2026-04-10 02:20:33.590689,4.67,89.36,0,0,1,28.77,0,0,0
2026-04-09 02:43:33.590689,7.63,89.58,0,0,1,28.53,-1,0,0
2026-04-09 07:06:33.590689,9.3,89.75,0,0,1,26.64,0,0,1
2026-04-10 12:07:33.590689,11.64,90,0,0,1,35.47,0,0,1
2026-04-10 19:22:33.590689,11.52,89.61,0,1,1,26.77,-1,0,1
2026-04-07 18:34:33.590689,6.02,86.13,0,0,1,25.1,0,0,0
2026-04-08 22:50:33.590689,3.63,90,0,0,1,27.06,0,0,0
2026-04-09 21:04:33.590689,7.98,90,0,0,1,28.64,0,0,0
2026-04-07 12:52:33.590689,13.85,68.23,0,0,1,32.33,0,0,1
